데이터 수신 시간,운전 상태,운전 모드,재배 일자,CO2 평균값,온도 평균값,습도 평균값,조도 평균값,CO2_1,온도_1,습도_1,조도_1,CO2_2,온도_2,습도_2,조도_2,CO2_3,온도_3,습도_3,조도_3,CO2_4,온도_4,습도_4,조도_4,CO2 제어방식,CO2 설정값1,CO2 설정값2,온도 제어방식,온도 설정값1,온도 설정값2,습도 제어방식,습도 설정값1,습도 설정값2,조도 제어방식,조도 설정값1,조도 설정값2,CO2 릴레이동작,난방 릴레이 동작,냉방 릴레이 동작,가습 릴레이 동작,제습 릴레이 동작,조명 릴레이 동작,알람 릴레이 동작
2025-10-14 0:00,운전,단일제어,99,345,22.2,98.4,0,345,22.2,98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,동작,정지,정지,동작,동작
2025-10-15 0:00,운전,단일제어,99,366,19.4,95.8,0,366,19.4,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-10-16 0:00,운전,단일제어,99,379,20.1,96.2,0,379,20.1,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-10-17 0:00,운전,단일제어,99,360,18.8,93.5,0,360,18.8,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-18 0:00,운전,단일제어,99,404,20.1,94.9,0,404,20.1,94.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-10-19 0:00,운전,단일제어,99,374,18.4,93.8,0,375,18.4,93.8,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-20 0:00,운전,단일제어,99,366,17.5,92.9,0,366,17.5,92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-21 0:00,운전,단일제어,99,331,14.4,86.9,0,331,14.4,86.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-22 0:00,운전,단일제어,99,306,14.8,86.4,0,306,14.8,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-23 0:00,운전,단일제어,99,335,14.4,86.8,0,334,14.4,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-24 0:00,운전,단일제어,99,339,15.1,87.8,0,339,15.1,87.8,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-25 0:00,운전,단일제어,99,328,15.4,87.5,0,329,15.4,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-26 0:00,운전,단일제어,99,323,14.4,93.9,0,323,14.4,93.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-27 0:00,운전,단일제어,99,331,11.5,83.6,0,330,11.5,83.6,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-28 0:00,운전,단일제어,99,307,7.4,73.5,0,307,7.4,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-10-29 0:00,운전,단일제어,99,655,19.8,42.8,0,655,19.8,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20.5,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-10-30 0:00,운전,단일제어,99,563,19.9,47.4,0,563,19.9,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20.5,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-10-31 0:00,운전,단일제어,99,606,19.8,57.3,0,607,19.8,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20.5,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-11-01 0:00,운전,단일제어,99,374,14.2,66.8,0,374,14.2,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20.5,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-11-02 0:00,운전,단일제어,99,360,10.4,99.9,0,361,10.4,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20.5,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,정지,동작,동작,동작
2025-11-03 0:00,운전,단일제어,99,332,7.1,93.4,0,332,7.1,93.4,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,20.5,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-11-04 0:00,운전,단일제어,99,1226,22.8,88.9,0,1226,22.8,88.7,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,23,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,동작,정지,동작,동작
2025-11-05 0:00,운전,단일제어,99,1293,21.4,92.9,0,1293,21.4,92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,22,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-11-06 0:00,운전,단일제어,99,1579,7.6,96.7,0,1580,7.6,96.7,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,7,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-11-07 0:00,운전,단일제어,99,1497,14,98.9,0,1497,14,98.9,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,7,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,동작,동작,정지,동작,동작
2025-11-08 0:00,운전,단일제어,99,1205,7.8,98,0,1205,7.8,98,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,7,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-11-09 0:00,운전,단일제어,99,2677,14.6,99.4,0,2677,14.6,99.4,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,14,10분/10분,자동,99,10분/10분,자동,9,10분/10분,동작,정지,정지,정지,정지,동작,동작
2025-11-10 0:00,운전,단일제어,99,1410,14.6,99.5,0,1410,14.6,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,14,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,정지,정지,동작,정지
2025-11-11 0:00,운전,단일제어,99,1157,17.9,92.5,0,1157,17.9,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,18,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-11-12 0:00,운전,단일제어,99,935,16.8,89.7,0,935,16.8,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,17,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,정지,정지,동작,정지,동작,동작
2025-11-13 0:00,운전,단일제어,99,1316,17.1,99.2,0,1316,17.1,99.2,0,0,0,0,0,0,0,0,0,0,0,0,0,자동,1800,10분/10분,자동,18,10분/10분,자동,99,10분/10분,자동,9,10분/10분,정지,동작,정지,정지,정지,동작,정지
